Date,GOOGL_Open,GOOG_Open,META_Open,FOXA_Open,FOX_Open,AMZN_Open,EBAY_Open,F_Open,TPR_Open,DECK_Open,MNST_Open,STZ_Open,WMT_Open,COST_Open,KVUE_Open,XOM_Open,EQT_Open,OKE_Open,DVN_Open,TRGP_Open,V_Open,MSCI_Open,PYPL_Open,BRO_Open,MMC_Open,RVTY_Open,HSIC_Open,BMY_Open,DVA_Open,A_Open,CPRT_Open,LDOS_Open,PCAR_Open,ODFL_Open,EMR_Open,NVDA_Open,AAPL_Open,MSFT_Open,ENPH_Open,FSLR_Open,MOS_Open,SHW_Open,CF_Open,ALB_Open,FCX_Open,PSA_Open,SPG_Open,MAA_Open,UDR_Open,CSGP_Open,AES_Open,NEE_Open,PPL_Open,CNP_Open,NRG_Open
2024-01-02,138.2077710677741,139.25801966446886,350.26538761924536,29.210862266713672,27.32269226671557,151.5399932861328,42.61495349756291,11.252438296284062,35.93550395328868,110.80833435058594,57.52000045776367,236.8184882192704,51.910587586311685,651.7735603240275,20.62629503815885,97.59101845290512,38.41968865494928,67.19299442555993,44.35768051427458,85.37005678909327,257.64068800004657,553.6055214010008,61.220001220703125,70.59854118586946,186.54369501811829,108.6089928134184,75.19999694824219,48.97372490841469,104.54000091552734,137.49141735375463,48.79999923706055,107.07132940234928,95.95307397257518,200.8473200955289,94.73326217926098,49.2334346200538,186.2376030973938,371.0850150932894,130.66000366210938,170.97999572753906,34.88534116067965,302.0686772585465,77.75419712519256,141.3685231821094,41.43448946951537,296.04234072350044,136.61549371936687,127.97636961393336,36.64126410183158,86.87000274658203,18.38400779859475,58.83671123122159,26.28697817531425,27.717488903977276,50.32506885063357
2024-01-03,136.91098533422976,138.26046096267322,343.94442238101067,29.68343547457686,27.52916051085849,149.1999969482422,42.97944370695186,11.233746720319864,36.7848356116926,112.4383316040039,59.06999969482422,239.7806720191188,52.742479219185824,647.4289400745934,20.59744646987423,98.89650270845166,38.085693044768455,67.54544715190445,44.42574702215146,84.3334839608974,256.58869388021725,546.5573575682046,60.70000076293945,70.24067541600995,188.04178368807183,109.5266093232141,75.55999755859375,50.16356358349624,105.80999755859376,137.30238228361102,47.2599983215332,106.67454973217257,95.51796057189786,195.92212929819448,93.4377007342662,47.47481431443769,183.3218930760244,366.2710788936832,126.81999969482422,169.0,35.296330293741946,298.49853787714176,79.19715763689136,140.96321208853962,40.456883443208255,300.0708625430597,136.23059796238977,129.19356039154587,36.70835048792474,85.25,18.355195047134323,59.38086470044871,26.77377372859629,28.20342211449855,50.17848889430068
2024-01-04,138.07808503747324,139.50740671768455,343.4658725695921,29.762197014856024,27.55865543415881,145.58999633789062,42.88092882574155,10.990753975861336,36.062415725854905,112.15833282470705,57.59000015258789,238.3930765392888,52.55761604198828,638.3518960977908,20.47243878590401,100.64679338133344,38.70457321380561,68.63135073897425,45.73839358931722,86.52396614504033,256.1124200124337,541.0514178262113,58.02000045776367,69.3261382570828,189.34278447268,105.41724899642462,74.73999786376953,49.98502635290111,105.6999969482422,129.89006163823447,46.720001220703125,107.54747091595458,93.37204714951268,191.6692480110245,93.2512234632907,47.75675197462581,181.26198308479127,367.9187627219721,120.22000122070312,166.42999267578125,36.12809246584067,292.7764906818888,81.3323533338443,139.47043412121602,40.60500242898508,293.32431265123535,134.74877569888113,126.18414840571344,36.05660852659808,82.37000274658203,18.33598362732551,60.41087550299248,27.01717395785533,28.426946710659863,50.68661972433037
2024-01-05,136.4122297517504,138.01306991194485,345.9483912545072,29.60467324106417,27.51932867877164,144.69000244140625,41.89584080877026,10.887948950825743,35.915981261729385,112.4116668701172,57.56999969482422,240.61716457509945,52.13176797031847,652.3700457510945,20.19357613925664,99.76681727129706,37.42751485616202,67.75499575640451,44.70772495481695,84.75398338924349,258.80182081334254,549.8095941044179,57.7400016784668,70.14126803172589,189.1062420794342,106.3248983315967,74.9000015258789,49.98502630799263,106.1999969482422,129.34281203032123,46.54999923706055,108.32118820237974,92.39303401296958,193.81062281260407,93.2708556547315,48.45160187703982,181.10278633743064,366.23136215621287,115.18000030517578,165.0800018310547,35.002766849827495,292.50873979309546,79.26541260354222,133.87500849061334,40.73337670352119,290.22769328883663,134.27730983980362,125.75287817627618,35.97993588843328,81.12000274658203,18.057435989379883,59.90558821667631,26.783510055683628,28.21313868311159,50.21757284239559
2024-01-08,135.9533506287487,137.66191417943588,353.63526971531167,29.63420859610825,27.627477996189416,146.74000549316406,42.33913335277369,11.074866999467949,36.404103070377936,110.01667022705078,57.619998931884766,244.20920417712816,51.729029314620064,652.0021587332906,20.433976392613665,97.40729870970485,37.34893079896087,67.18347281961032,43.90069326934817,82.43637746881079,258.96059295788103,535.6936368574484,60.400001525878906,70.66812598703689,187.22375739303905,106.5443327003047,74.0,49.965770378863965,107.62000274658205,129.48210783057627,46.4900016784668,108.13272546459864,93.0358232451316,192.9391169806496,93.31993223479584,49.50138136488732,181.20228054123743,366.5588972016775,119.44000244140624,164.72000122070312,34.29820535400881,294.4127899780834,78.15393230292086,132.66892264612346,40.75312550349957,289.15021657459846,135.5955375076352,125.867889441461,36.18120573100186,82.30000305175781,17.95178064537155,60.03190959041786,27.036645882099723,28.36863629261521,50.70616999311982
2024-01-09,138.15790692712233,139.71687888895542,355.3301487456474,29.909876675454598,27.77495708465588,148.3300018310547,41.65941876765877,11.03748385187999,36.677448052436624,114.30500030517578,57.619998931884766,245.31143207017976,52.135067918356,655.0543566845694,20.6936072887624,97.94882818758371,37.8499283106076,67.63117464496057,44.32851822242167,82.3581426074675,260.01253036779053,531.6507213878971,60.27999877929688,71.36397725759215,187.6081474449087,111.05265763109996,75.16000366210938,50.11983405503538,108.16000366210938,131.60133698145705,46.869998931884766,109.38257036621162,93.71816819155984,193.6761748948408,93.5554853180331,52.38976117331029,183.02335798455337,369.2487904298809,114.22000122070312,164.7899932861328,34.38628160800763,294.9979215963125,77.1692142661405,132.46133015526826,41.10861899909186,288.5191965734322,135.6821266469393,126.816723276082,36.57932354104341,82.0,18.057435094927847,61.15907945699392,27.06585105224152,28.417229594736288,50.75503267758554
2024-01-10,140.65172124675934,142.17086033628146,359.0888412618447,29.71297165794754,27.499665482004307,152.05999755859375,41.482105092402286,11.056174278259276,36.58958927424778,116.41999816894533,58.75,249.15931423626637,52.67315870331006,665.6723278063823,20.96285443665727,96.50797909673022,37.04439926147461,67.41208455610297,43.53120621069027,82.11366553712467,262.96002461063733,535.4070341743006,60.95000076293945,71.32420822807266,188.18963630631416,109.45678884402584,74.97000122070312,49.30135581060065,108.23999786376952,129.919890758204,47.43000030517578,109.25362719985452,93.54015770394066,193.51681389730425,92.79974196401932,53.604500851877646,183.451291839185,373.5764038458174,117.01000213623048,166.69000244140625,33.15330200138324,294.99790196522434,76.28198383450959,130.2864204577664,41.029618122329325,288.2086022091744,137.14469590975455,127.39174305388391,37.13164546564259,83.23999786376953,18.067040595149663,60.26511586696843,27.06585000790658,28.397792035374994,50.64753809012489
2024-01-11,143.13558590156464,144.54004405411715,371.01294027320887,30.224925304383014,28.001087743612874,155.0399932861328,41.87614209204657,10.981407565463307,36.55053854991,116.3566665649414,58.900001525878906,250.9504188372,53.264062989078525,667.1039696228729,20.857080408929445,95.77304280006358,36.87740628534994,67.56449518660705,42.86030097902264,82.0843329756947,263.4463059019254,543.4634472815574,60.650001525878906,72.40773605326376,189.9341521356548,110.83322832188644,74.6500015258789,48.77175501539857,109.9000015258789,129.9198887151943,48.0,108.76756657501032,93.61927160798108,195.28471222190632,93.25122429587302,54.9872018662301,185.6305920580053,383.1349730187258,116.18000030517578,162.49000549316406,32.89887735831496,296.515159310226,76.14548131605093,131.22560042129328,41.21881802178632,285.0925944311207,138.34746899056694,126.19365055707922,36.75374134752201,82.47000122070312,17.98059511238218,60.245680320334046,26.77377349084748,28.31032355003661,49.71921216946185
2024-01-12,142.31759279989257,143.9863883405259,369.0488257600912,30.47105694331549,28.27638022460843,155.38999938964844,41.334340712463856,10.887948037885778,36.89222234818451,117.413330078125,59.130001068115234,254.21773017350088,53.27066351973052,673.5662261023651,21.15517562282558,96.836757742157,37.28998652282273,67.91694299175207,43.21033690981722,82.95466158848119,263.11881645550625,548.9199033124883,61.79999923706055,73.01412322299221,191.0577234397118,111.48155899469164,74.18000030517578,48.52139028074174,109.97000122070312,129.65123290287775,47.970001220703125,107.9244171445482,94.1137291099008,194.8912890454434,93.67327112001418,54.60827660916902,185.1529277118819,382.6287471140417,115.0,160.52000427246094,32.94780635384398,296.3862378680893,77.5494505700441,127.32064564417053,40.98096384657824,284.16071300035736,140.0024919636903,131.18480602061675,37.70334847425149,83.02999877929688,17.461925842190595,59.44888518255287,26.54011308040284,27.766082763671875,49.71920814028702
2024-01-16,141.6492511157099,143.07861875564652,372.5283856402282,30.44152021274511,28.197725793899824,153.52999877929688,40.21133784734948,10.560842826906642,35.15450966805785,117.57666778564452,59.400001525878906,255.5462667181941,53.29377375220405,679.2728589049511,20.607063929723942,96.5273194890529,36.25852030029849,67.11678714836015,41.353181656235286,81.52693163588894,261.5209821356349,534.8534869552475,60.04999923706055,74.14736093659586,193.09790215159347,108.72868833264874,73.41999816894531,48.43473318258882,108.47000122070312,128.4871598995787,47.38999938964844,109.00563771157792,92.6007114213052,192.8644415207021,92.613258631044,55.00619778868536,181.27193705900044,390.73811320122354,109.77999877929688,159.55999755859375,31.832259599382372,299.49026957229114,74.66352932607401,124.06819088787982,39.95024968310753,284.4227481966063,140.12756905878962,130.3028702384252,37.25761703008661,82.4800033569336,17.42350756002207,58.94359806264607,26.21882730044991,27.610584896287723,49.29902074124257
