Date,GOOGL_Close,GOOG_Close,META_Close,FOXA_Close,FOX_Close,AMZN_Close,EBAY_Close,F_Close,TPR_Close,DECK_Close,MNST_Close,STZ_Close,WMT_Close,COST_Close,KVUE_Close,XOM_Close,EQT_Close,OKE_Close,DVN_Close,TRGP_Close,V_Close,MSCI_Close,PYPL_Close,BRO_Close,MMC_Close,RVTY_Close,HSIC_Close,BMY_Close,DVA_Close,A_Close,CPRT_Close,LDOS_Close,PCAR_Close,ODFL_Close,EMR_Close,NVDA_Close,AAPL_Close,MSFT_Close,ENPH_Close,FSLR_Close,MOS_Close,SHW_Close,CF_Close,ALB_Close,FCX_Close,PSA_Close,SPG_Close,MAA_Close,UDR_Close,CSGP_Close,AES_Close,NEE_Close,PPL_Close,CNP_Close,NRG_Close
2024-01-02,137.82870483398438,139.21810913085938,345.25048828125,29.77204132080078,27.666805267333984,149.92999267578125,43.215858459472656,11.364588737487791,37.26319122314453,112.33000183105467,58.59000015258789,240.01687622070312,52.584022521972656,646.8721923828125,20.74168586730957,98.9835205078125,38.23303985595703,67.65021514892578,44.57159423828125,84.50950622558594,256.90631103515625,549.4142456054688,61.459999084472656,70.33014678955078,187.43072509765625,110.14501953125,75.55999755859375,50.22067260742188,106.88999938964844,138.048583984375,47.5099983215332,107.13084411621094,95.70584869384766,198.07347106933597,94.10511016845705,48.15766525268555,184.73497009277344,368.1172180175781,131.24000549316406,172.16000366210938,35.69753646850586,302.3760986328125,79.5676498413086,145.21414184570312,41.56286239624024,302.7015075683594,137.62582397460938,130.19029235839844,37.03422546386719,85.45999908447266,18.57610893249512,59.82785034179688,26.783510208129883,28.193700790405277,50.08077239990234
2024-01-03,138.5768585205078,140.01614379882812,343.4359436035156,29.535757064819336,27.499664306640625,148.47000122070312,42.900634765625,10.944024085998535,35.974552154541016,113.0566635131836,57.47999954223633,237.58609008789065,52.58732223510742,640.94677734375,20.45320701599121,99.81517028808594,38.0463981628418,68.3360595703125,45.5147590637207,85.81010437011719,256.0230407714844,543.5523071289062,58.630001068115234,69.03784942626953,188.5641632080078,104.74897003173828,74.62000274658203,49.782814025878906,105.29000091552734,130.49696350097656,46.83000183105469,106.79358673095705,93.87638854980467,191.7887420654297,92.92733001708984,47.55879592895508,183.35174560546875,367.8492736816406,122.62999725341795,167.4199981689453,35.8638916015625,294.3036804199219,80.63036346435547,138.58070373535156,40.85187149047852,294.1397399902344,134.79689025878906,126.70169067382812,36.094947814941406,82.7699966430664,18.18230438232422,60.235965728759766,26.929548263549805,28.310325622558597,50.491188049316406
2024-01-04,136.0531005859375,137.7018280029297,346.0780029296875,29.59482765197754,27.51932716369629,144.57000732421875,41.89583969116211,10.915987014770508,36.02336883544922,112.0366668701172,57.709999084472656,238.4816436767578,52.078948974609375,644.58544921875,20.097414016723636,98.9448471069336,37.52575302124024,67.50733947753906,44.367408752441406,84.34326171875,257.6407165527344,553.2891235351562,58.45000076293945,70.06175231933594,188.73171997070312,107.44200897216795,74.80000305175781,50.11020660400391,106.18000030517578,130.33778381347656,46.63999938964844,106.95230102539062,92.73915100097656,193.85047912597656,93.3395538330078,47.98770523071289,181.02316284179688,365.2090148925781,118.06999969482422,166.30999755859375,34.953834533691406,293.3119812011719,79.10941314697266,134.37918090820312,41.02961730957031,291.3925476074219,134.96046447753906,126.6633529663086,36.28663635253906,81.41999816894531,18.12467384338379,60.05134582519531,26.890607833862305,28.2617301940918,50.11985397338867
2024-01-05,135.39474487304688,137.0534210205078,350.8935241699219,29.6735897064209,27.627479553222656,145.24000549316406,42.1519660949707,11.074867248535156,36.443153381347656,108.71499633789062,57.540000915527344,243.5990447998047,51.732330322265625,652.2010498046875,20.53013610839844,99.24462890625,38.02674865722656,68.19316864013672,44.66883087158203,83.89344024658203,257.7200927734375,531.8681030273438,60.119998931884766,69.18696594238281,188.0910797119141,107.08293914794922,73.9000015258789,50.29315948486328,107.23999786376952,129.8999786376953,46.54999923706055,107.8648910522461,92.55125427246094,191.116455078125,93.70271301269533,49.086463928222656,180.29672241210935,365.0204162597656,115.38999938964844,166.8699951171875,34.75812911987305,294.2144470214844,79.10941314697266,134.28033447265625,40.89137268066406,289.8684997558594,135.3357391357422,126.29916381835938,36.24829864501953,81.33999633789062,18.057435989379883,60.32342147827149,27.01717185974121,28.41722869873047,50.5498161315918
2024-01-08,138.49705505371094,140.1857147216797,357.5833740234375,30.07724380493164,28.001087188720703,149.10000610351562,42.20122146606445,11.187017440795898,37.185096740722656,114.1233367919922,57.959999084472656,246.0298309326172,52.24070739746094,657.8480224609375,20.79938316345215,97.59102630615234,37.53557586669922,67.88835906982422,44.27017593383789,82.48526763916016,260.5484619140625,536.9095458984375,61.7400016784668,71.76160430908203,188.8401336669922,108.72868347167967,75.38999938964844,49.86948013305664,108.80999755859376,132.7057342529297,47.34000015258789,109.28338623046876,94.68728637695312,195.56854248046875,93.99715423583984,52.241790771484375,184.6553649902344,371.9089050292969,116.0,166.1300048828125,34.63091278076172,296.98126220703125,77.20820617675781,135.0217742919922,41.671478271484375,291.3343505859375,136.92340087890625,127.93805694580078,36.98629760742188,82.9000015258789,18.316770553588867,61.13965225219727,27.25083541870117,28.58244514465332,51.048187255859375
2024-01-09,140.6018524169922,142.21075439453125,356.3570556640625,29.79173469543457,27.69630241394043,151.3699951171875,41.51165390014648,11.065521240234377,36.57006072998047,116.15333557128906,58.7400016784668,249.51361083984372,52.59062576293945,663.30615234375,21.010934829711918,96.38226318359376,37.398048400878906,67.05011749267578,43.53120803833008,81.75184631347656,261.3324279785156,533.5486450195312,61.04999923706055,71.4435043334961,188.3374786376953,110.97286987304688,75.05999755859375,49.37838745117188,108.4499969482422,130.0193634033203,47.27999877929688,109.33297729492188,93.76761627197266,194.59747314453125,92.86844635009766,53.12860107421875,184.23741149902344,373.000732421875,117.05999755859376,166.91000366210938,33.45665740966797,295.03759765625,76.4184799194336,132.1449737548828,41.17774200439453,288.20855712890625,136.779052734375,126.88380432128906,36.947540283203125,83.72000122070312,18.115066528320312,60.2553939819336,27.085323333740234,28.40751075744629,50.54005432128906
2024-01-10,141.92855834960938,143.44772338867188,369.35791015625,30.195388793945312,28.020753860473636,153.72999572753906,41.92539596557617,11.056174278259276,36.5993537902832,115.98500061035156,58.90999984741211,250.7240753173828,53.24425506591797,668.853759765625,20.93400764465332,95.4345932006836,37.04439926147461,67.49781799316406,42.72417068481445,81.95719909667969,262.5531311035156,540.3792114257812,60.959999084472656,72.50714874267578,189.66802978515625,111.39178466796876,74.7300033569336,48.78137969970703,109.63999938964844,130.42730712890625,47.93000030517578,108.82708740234376,93.550048828125,194.72694396972656,93.01566314697266,54.338340759277344,185.2823181152344,379.9288940429688,117.54000091552734,162.3300018310547,32.94780349731445,295.920166015625,76.12599182128906,131.42330932617188,40.78274917602539,286.5777893066406,139.2134552001953,127.06588745117188,37.03474807739258,82.70999908447266,18.134275436401367,60.51775741577149,26.880868911743164,28.42694854736328,49.77783966064453
2024-01-11,141.72906494140625,143.3180389404297,368.5603332519531,30.42182922363281,28.138734817504883,155.17999267578125,41.24568557739258,10.944024085998535,36.77507400512695,117.28333282470705,58.630001068115234,253.33200073242188,53.184837341308594,669.6690063476562,21.08786392211914,95.41524505615234,36.39605331420898,66.79293060302734,42.38385772705078,81.39002990722656,262.02716064453125,543.9577026367188,61.34999847412109,72.41767883300781,190.0819854736328,110.54397583007812,73.94999694824219,48.35770034790039,109.94000244140624,129.02442932128906,47.81999969482422,107.94424438476562,93.550048828125,193.6413116455078,93.04511260986328,54.81023788452149,184.6852264404297,381.775146484375,114.29000091552734,160.2899932861328,32.654239654541016,294.94830322265625,76.80846405029297,127.1822509765625,40.66381454467773,281.8503723144531,138.9248046875,129.80859375,37.30606460571289,82.11000061035156,17.31785011291504,59.00189971923828,26.30644989013672,27.55227279663086,49.35765075683594
2024-01-12,142.29763793945312,143.8866424560547,373.3658142089844,30.65811538696289,28.26654815673828,154.6199951171875,40.59552383422852,10.710376739501951,35.47666931152344,117.77999877929688,59.04999923706055,254.19802856445312,53.25415802001953,679.2728881835938,20.683992385864254,96.65302276611328,37.15245819091797,67.29778289794922,41.5865478515625,81.96698760986328,262.1661071777344,539.1929931640625,61.0,74.03801727294922,193.11761474609372,110.51406860351562,73.76000213623047,48.4443588256836,109.0999984741211,129.88006591796875,47.56999969482422,109.30323028564452,93.00616455078124,193.65625,93.11382293701172,54.69825744628906,185.01361083984372,385.5866394042969,110.22000122070312,160.44000244140625,32.07689666748047,299.9960021972656,75.25826263427734,124.6119155883789,40.57462310791016,286.39337158203125,141.08016967773438,129.8958282470703,37.39327239990234,83.4000015258789,17.71165657043457,59.31284713745117,26.364866256713867,27.766082763671875,49.56285858154297
2024-01-16,142.13804626464844,143.72703552246094,366.3569641113281,30.274150848388672,27.971593856811523,153.16000366210938,40.0931282043457,10.710376739501951,35.60358428955078,120.29666900634766,58.16999816894531,251.3243865966797,53.42251968383789,677.5330200195312,20.414743423461918,94.46758270263672,35.65928649902344,66.29759216308594,40.526702880859375,80.70549774169922,263.2279357910156,536.2373657226562,58.45000076293945,74.10760498046875,192.831787109375,107.91080474853516,72.98999786376953,48.14585876464844,104.81999969482422,129.87013244628906,47.900001525878906,107.8648910522461,93.00616455078124,190.63340759277344,91.53362274169922,56.369903564453125,182.7347717285156,387.3732604980469,108.75,149.10000610351562,31.675691604614254,297.5862121582031,74.26378631591797,124.51305389404295,38.552833557128906,286.2185974121094,140.03134155273438,131.29141235351562,37.15102767944336,81.76000213623047,17.183382034301758,58.64236831665039,26.10199546813965,27.727209091186523,49.77783966064453
